score,review,y
5,튀김족발 추천하고  나머지는 먹지마셈그냥 족발만드세요 ^ㅡ',1
4,돈 아까워서 먹다먹다 버렸다 일공팔,1
4,,1
1,,0
4,맛있어요ㅠㅠ!!!!!!,1
1,,0
5,튀김족발 추천하고  나머지는 먹지마셈그냥 족발만드세요 ^ㅡ',1
4,돈 아까워서 먹다먹다 버렸다 일공팔,1
4,,1
2,진짜 맛있음 ~~ 잘 못구워서 허둥거리니 도와주셨음 흑흑 감사해요 사장님 ..근처 비싼곳 가지말고 여기오세요 직접 구워야하지만 맛은 더 맛있음,0
3,맛있는 식사하고 갑니다,0
1,고기가 정말 부드럽고 맛있어요!가성비 최고 입니다!,0
2,진짜 맛있음 ~~ 잘 못구워서 허둥거리니 도와주셨음 흑흑 감사해요 사장님 ..근처 비싼곳 가지말고 여기오세요 직접 구워야하지만 맛은 더 맛있음,0
3,맛있는 식사하고 갑니다,0
1,고기가 정말 부드럽고 맛있어요!가성비 최고 입니다!,0
5,가부리살 추천해주셔서 먹었는데 정말 짱맛이요또 갈께용~,1
1,,0
5,,1
2,진짜 맛있음 ~~ 잘 못구워서 허둥거리니 도와주셨음 흑흑 감사해요 사장님 ..근처 비싼곳 가지말고 여기오세요 직접 구워야하지만 맛은 더 맛있음,0
3,맛있는 식사하고 갑니다,0
1,고기가 정말 부드럽고 맛있어요!가성비 최고 입니다!,0
5,가부리살 추천해주셔서 먹었는데 정말 짱맛이요또 갈께용~,1
1,,0
5,,1
2,진짜 맛있음 ~~ 잘 못구워서 허둥거리니 도와주셨음 흑흑 감사해요 사장님 ..근처 비싼곳 가지말고 여기오세요 직접 구워야하지만 맛은 더 맛있음,0
3,맛있는 식사하고 갑니다,0
1,고기가 정말 부드럽고 맛있어요!가성비 최고 입니다!,0
5,가부리살 추천해주셔서 먹었는데 정말 짱맛이요또 갈께용~,1
1,,0
5,,1
2,진짜 맛있음 ~~ 잘 못구워서 허둥거리니 도와주셨음 흑흑 감사해요 사장님 ..근처 비싼곳 가지말고 여기오세요 직접 구워야하지만 맛은 더 맛있음,0
3,맛있는 식사하고 갑니다,0
1,고기가 정말 부드럽고 맛있어요!가성비 최고 입니다!,0
5,가부리살 추천해주셔서 먹었는데 정말 짱맛이요또 갈께용~,1
1,,0
5,,1
2,명촌평화뒷고기 보다 고기 질이 좋아요. 가격도 더 저렴한거 같고...같은 프랜차이즈인데 차이가 많이 나네요.,0
5,,1
4,맛있게 먹었어요~~ 고기를 구워주고 잘라주는 서비스가 있어서 좋았어요. 된장찌개도 아주 맛있네요.,1
2,명촌평화뒷고기 보다 고기 질이 좋아요. 가격도 더 저렴한거 같고...같은 프랜차이즈인데 차이가 많이 나네요.,0
5,,1
4,맛있게 먹었어요~~ 고기를 구워주고 잘라주는 서비스가 있어서 좋았어요. 된장찌개도 아주 맛있네요.,1
4,,1
3,언제 먹어도 가성비 갑 !,0
5,,1
2,명촌평화뒷고기 보다 고기 질이 좋아요. 가격도 더 저렴한거 같고...같은 프랜차이즈인데 차이가 많이 나네요.,0
5,,1
4,맛있게 먹었어요~~ 고기를 구워주고 잘라주는 서비스가 있어서 좋았어요. 된장찌개도 아주 맛있네요.,1
4,,1
3,언제 먹어도 가성비 갑 !,0
5,,1
2,명촌평화뒷고기 보다 고기 질이 좋아요. 가격도 더 저렴한거 같고...같은 프랜차이즈인데 차이가 많이 나네요.,0
5,,1
4,맛있게 먹었어요~~ 고기를 구워주고 잘라주는 서비스가 있어서 좋았어요. 된장찌개도 아주 맛있네요.,1
4,,1
3,언제 먹어도 가성비 갑 !,0
5,,1
2,명촌평화뒷고기 보다 고기 질이 좋아요. 가격도 더 저렴한거 같고...같은 프랜차이즈인데 차이가 많이 나네요.,0
5,,1
4,맛있게 먹었어요~~ 고기를 구워주고 잘라주는 서비스가 있어서 좋았어요. 된장찌개도 아주 맛있네요.,1
4,,1
3,언제 먹어도 가성비 갑 !,0
5,,1
3,완전 맛있어요~~~역시 짚신은 삼산점이 최고매콤한게 땡길땐 짚신이 진리죠ㅎ~,0
3,차라리 다른지점감,0
2,얼마 전에 가보니 직원들 싹 다 바꼈는데 예전에 갔었을 때 맥주를 시킴. 그랬더니 맥주가 월드컵 로고가 있는 맥주가 나옴... 도데체 몇년을 맥주를 재고 정리를 안했으면 그런 맥주가 나오는지 모르겠음. 그래서 직원 불렀더니 직원은 모르쇠고 사장은 그 때 없었던 거 같음. 빡쳐서 짚신갈비 본사 연락했더니 짚신갈비 본사도 뭐 별 말 없음. 이 글 구글맵에도 적을 거고 영어로도 적을거임,0
3,완전 맛있어요~~~역시 짚신은 삼산점이 최고매콤한게 땡길땐 짚신이 진리죠ㅎ~,0
3,차라리 다른지점감,0
2,얼마 전에 가보니 직원들 싹 다 바꼈는데 예전에 갔었을 때 맥주를 시킴. 그랬더니 맥주가 월드컵 로고가 있는 맥주가 나옴... 도데체 몇년을 맥주를 재고 정리를 안했으면 그런 맥주가 나오는지 모르겠음. 그래서 직원 불렀더니 직원은 모르쇠고 사장은 그 때 없었던 거 같음. 빡쳐서 짚신갈비 본사 연락했더니 짚신갈비 본사도 뭐 별 말 없음. 이 글 구글맵에도 적을 거고 영어로도 적을거임,0
3,완전 맛있어요~~~역시 짚신은 삼산점이 최고매콤한게 땡길땐 짚신이 진리죠ㅎ~,0
3,차라리 다른지점감,0
2,얼마 전에 가보니 직원들 싹 다 바꼈는데 예전에 갔었을 때 맥주를 시킴. 그랬더니 맥주가 월드컵 로고가 있는 맥주가 나옴... 도데체 몇년을 맥주를 재고 정리를 안했으면 그런 맥주가 나오는지 모르겠음. 그래서 직원 불렀더니 직원은 모르쇠고 사장은 그 때 없었던 거 같음. 빡쳐서 짚신갈비 본사 연락했더니 짚신갈비 본사도 뭐 별 말 없음. 이 글 구글맵에도 적을 거고 영어로도 적을거임,0
3,완전 맛있어요~~~역시 짚신은 삼산점이 최고매콤한게 땡길땐 짚신이 진리죠ㅎ~,0
3,차라리 다른지점감,0
2,얼마 전에 가보니 직원들 싹 다 바꼈는데 예전에 갔었을 때 맥주를 시킴. 그랬더니 맥주가 월드컵 로고가 있는 맥주가 나옴... 도데체 몇년을 맥주를 재고 정리를 안했으면 그런 맥주가 나오는지 모르겠음. 그래서 직원 불렀더니 직원은 모르쇠고 사장은 그 때 없었던 거 같음. 빡쳐서 짚신갈비 본사 연락했더니 짚신갈비 본사도 뭐 별 말 없음. 이 글 구글맵에도 적을 거고 영어로도 적을거임,0
3,완전 맛있어요~~~역시 짚신은 삼산점이 최고매콤한게 땡길땐 짚신이 진리죠ㅎ~,0
3,차라리 다른지점감,0
2,얼마 전에 가보니 직원들 싹 다 바꼈는데 예전에 갔었을 때 맥주를 시킴. 그랬더니 맥주가 월드컵 로고가 있는 맥주가 나옴... 도데체 몇년을 맥주를 재고 정리를 안했으면 그런 맥주가 나오는지 모르겠음. 그래서 직원 불렀더니 직원은 모르쇠고 사장은 그 때 없었던 거 같음. 빡쳐서 짚신갈비 본사 연락했더니 짚신갈비 본사도 뭐 별 말 없음. 이 글 구글맵에도 적을 거고 영어로도 적을거임,0
4,불친절,1
4,제가 앵간해서 이런거 안남기는데 위생 신경좀 씁시다 젤 약한걸 말씀드리면 알바가 냉면에 가위가 떨어졌으면 빤히 손님이 보고있는데 냉면에 손 집어서 가위 올리는게 말입니까,1
2,고기가 다른지점보다 좀 야물다.,0
4,불친절,1
4,제가 앵간해서 이런거 안남기는데 위생 신경좀 씁시다 젤 약한걸 말씀드리면 알바가 냉면에 가위가 떨어졌으면 빤히 손님이 보고있는데 냉면에 손 집어서 가위 올리는게 말입니까,1
2,고기가 다른지점보다 좀 야물다.,0
4,불친절,1
4,제가 앵간해서 이런거 안남기는데 위생 신경좀 씁시다 젤 약한걸 말씀드리면 알바가 냉면에 가위가 떨어졌으면 빤히 손님이 보고있는데 냉면에 손 집어서 가위 올리는게 말입니까,1
2,고기가 다른지점보다 좀 야물다.,0
3,갈비는 처음에 나오고 그 다음부터 앞다리만 주시던데… 이럴거면 양념돼지고기지 갈비가 이니죠 사장님… 먹는걸로 장난치시는게 안타깝습니다… 가격은 착하고 양념도 맛있습니다. 하지만 거짓말은 안하셨으면 좋겠네요. 저는 다시는 안갈거 같습니다.,0
1,깔끔하고 좋음 청결하고 알바분들 일도 잘하고 좋습니다.,0
2,깔끔함무한리필 다움,0
2,마감시간  1시간전부터 간판불끄고 밥먹는데 옆에서 테이블치우고 심지어 저희 테이블 수저도 갈아버리고;;; 불편해도 참고 가려고했는데 계산할때 여사장님이신지모르겠지만 인사도 안하시고 계산만 하시는 모습이 재방문은 어렵겠네요.,0
4,불친절,1
4,제가 앵간해서 이런거 안남기는데 위생 신경좀 씁시다 젤 약한걸 말씀드리면 알바가 냉면에 가위가 떨어졌으면 빤히 손님이 보고있는데 냉면에 손 집어서 가위 올리는게 말입니까,1
2,고기가 다른지점보다 좀 야물다.,0
3,갈비는 처음에 나오고 그 다음부터 앞다리만 주시던데… 이럴거면 양념돼지고기지 갈비가 이니죠 사장님… 먹는걸로 장난치시는게 안타깝습니다… 가격은 착하고 양념도 맛있습니다. 하지만 거짓말은 안하셨으면 좋겠네요. 저는 다시는 안갈거 같습니다.,0
1,깔끔하고 좋음 청결하고 알바분들 일도 잘하고 좋습니다.,0
2,깔끔함무한리필 다움,0
2,마감시간  1시간전부터 간판불끄고 밥먹는데 옆에서 테이블치우고 심지어 저희 테이블 수저도 갈아버리고;;; 불편해도 참고 가려고했는데 계산할때 여사장님이신지모르겠지만 인사도 안하시고 계산만 하시는 모습이 재방문은 어렵겠네요.,0
1,양대창구이 맛집양념소스가 발라져있는데 맛있었어요곱창전골도 먹을만했어요,0
1,양대창구이 맛집양념소스가 발라져있는데 맛있었어요곱창전골도 먹을만했어요,0
1,양대창구이 맛집양념소스가 발라져있는데 맛있었어요곱창전골도 먹을만했어요,0
1,양대창구이 맛집양념소스가 발라져있는데 맛있었어요곱창전골도 먹을만했어요,0
1,양대창구이 맛집양념소스가 발라져있는데 맛있었어요곱창전골도 먹을만했어요,0
6,"서울, 용인, 성남에서 라무진 가봤었는데, 울산점이 가장 친절하고 맛있었습니다! 주차공간이 협소한 점 외에, 음식은 만족스러웠습니다!",1
4,,1
4,와우,1
6,"서울, 용인, 성남에서 라무진 가봤었는데, 울산점이 가장 친절하고 맛있었습니다! 주차공간이 협소한 점 외에, 음식은 만족스러웠습니다!",1
4,,1
4,와우,1
6,"서울, 용인, 성남에서 라무진 가봤었는데, 울산점이 가장 친절하고 맛있었습니다! 주차공간이 협소한 점 외에, 음식은 만족스러웠습니다!",1
4,,1
4,와우,1
6,"서울, 용인, 성남에서 라무진 가봤었는데, 울산점이 가장 친절하고 맛있었습니다! 주차공간이 협소한 점 외에, 음식은 만족스러웠습니다!",1
4,,1
4,와우,1
6,"서울, 용인, 성남에서 라무진 가봤었는데, 울산점이 가장 친절하고 맛있었습니다! 주차공간이 협소한 점 외에, 음식은 만족스러웠습니다!",1
4,,1
4,와우,1
